title,artist,album,year,duration,tags
Moments,Freddy Verano/Sam Smith,,2015,202385,Recurrent 1
Paradise,George Ezra,,2018,235055,Recurrent 1
Hold My Girl,George Ezra,,2018,214343,P2
Budapest,George Ezra,Wanted on Voyage,2014,200974,Recurrent 2
Moments (Newik Remix),Freddy Verano/Sam Smith,,2015,188035,Magyar
Back Home,Fritz Kalkbrenner,,2018,204776,Recurrent 1
All In My Head,Fifth Harmony/Fetty Wap,youtube.com/watch?v=jsbeemdD2rQ,2016,211344,P2
That's My Girl,Fifth Harmony,,2016,204637,Recurrent 2
Book of Love,Felix Jaehn/Polina,,2016,196510,Recurrent 1
A Little Party Never Killed Nobody (All We Got),Fergie/Q-Tip/GoonRock,youtube.com/watch?v=0ZgjmE6xdaw,2013,207744,Bonus
Cool,Felix Jaehn/Marc E. Bassy/Gucci Mane,,2018,190659,P1
Hot2Touch,Felix Jaehn/Hight/Alex Aiono,,2018,161973,Recurrent 2
Lordly,Feder/Alex Aiono,,2016,194574,Recurrent 2
Changes,FAUL & Wad Ad vs Pnau,,2016,204552,Bonus;Nyár
Hey,Fais/Afrojack,Hey (feat. Afrojack) - Single,2016,248232,Recurrent 2
Hunger,Florence The Machine,,2018,214947,Nem játszandó;Recurrent 2
Wild Ones,Flo Rida/Sia,,2012,236996,P2
Time Won't Wait,Filatov/Karas,,2017,201340,Nyár;Recurrent 1
Work from Home,Fifth Harmony/Ty Dolla $ign,,2016,214244,P2
Toca Toca,Fly Project,,2015,168275,Mix;Recurrent 2;Ritka
Hola,Flo Rida/Maluma,,2018,192423,Nyár;Recurrent 2
Club Can't Handle Me,Flo Rida/David Guetta,,2010,245992,Bonus;Ritka
Whistle,Flo Rida,,2012,234126,Nyár;Recurrent 2
GDFR,Flo Rida/Sage the Gemini/Lookas,My House,2015,190200,Nyár;Recurrent 2
Worth It,Fifth Harmony/Kid Ink,,2015,224745,Recurrent 2
Bones,Galantis/OneRepublic,,2019,215063,P1
Satisfied,Galantis/MAX,,2015,159172,Bonus
Love On Me,Galantis & Hook N Sling,https://www.youtube.com/watch?v=8gz9NsNH96Q,2016,206495,Nyár;Recurrent 1
"Me, Myself & I",G-Eazy X Bebe Rexha,,2015,254467,Recurrent 1
Pumped up Kicks,Foster The People,,2010,255907,Bonus
Sax,Fleur East,Sax - Single,2015,236461,Recurrent 2
Right Round,Flo Rida,,2009,196167,Gold
Good Feeling,Flo Rida,,2011,270512,P2
My House,Flo Rida,,2015,195744,P2
Vita ce né,Eros Ramazzotti,,2018,201827,Recurrent 2;Ritka
Fino All'Estasi,Eros Ramazzotti/Nicole Scherzinger,,2013,225628,Recurrent 2
Am I Wrong,ENVY,,2013,304836,Bonus
Shape of You,Ed Sheeran,Shape of You - Single,2017,263232,P1
DUELE EL CORAZON,Enrique Iglesias/Wisin,,2016,199302,Nyár;Recurrent 2
Bailando,Enrique Iglesias/Sean Paul/Descemer Bueno/Gente De Zona,,2014,243066,Nyár;Recurrent 2
Sing,Ed Sheeran,,2014,235427,Recurrent 2
MOVE TO MIAMI,Enrique Iglesias/Pitbull,,2018,167601,Nyár;Recurrent 1
Stereo Love,Edward Maya & Vika Jigulina,,2009,252435,Gold;Nem játszandó
Ghost,Ella Henderson,,2014,216987,Recurrent 2
Burn,Ellie Goulding,,2013,238198,Recurrent 2
SUBEME LA RADIO,Enrique Iglesias/Descemer Bueno/Zion/Lennox,,2017,203403,Nyár;Recurrent 2
The Monsters,Eminem/Rihanna,,2013,251730,Recurrent 2
Without Me,Eminem,,2002,280046,Gold
Love The Way You Lie,Eminem/Rihanna,,2010,266907,Gold
Holding On For Life,Ellie Goulding,,2015,255349,P2
Read All About It,Emeli Sandé,,2012,284774,Bonus;Ritka
Love Me Like You Do,Ellie Goulding,,2015,249300,Recurrent 2
Still Falling For You,Ellie Goulding,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack) - Single",2016,252192,P2
Hurts,Emeli Sandé,Long Live the Angels (Deluxe),2016,242544,P2
Barbra Streisand,Duck Sauce,,2014,194626,Bonus;Nem játszandó
Welcome to St. Tropez,Dj Antoine/Timati/Kalenna,,2011,221558,Gold;Mix
Galway Girl,Ed Sheeran,youtube.com/watch?v=XjHr-6Zl5P8,2017,172226,Recurrent 2
Be the One,Dua Lipa,Be the One - Single,2015,204264,Recurrent 2
Happier,Ed Sheeran,,2018,207075,P1
Dynamite,Taio Cruz,,2009,204030,Gold;Ritka
Blow Your Mind,Dua Lipa,youtube.com/watch?v=1nydxbGhgv8,2016,177264,Recurrent 2
Ocean Drive,Duke Dumont,,2015,207596,Nyár;Recurrent 1
Middle,DJ Snake/Bipolar Sunshine,,2015,220121,Nyár;P2
Magenta Riddim,DJ Snake,,2018,238050,Mix;Nyár
Wild Thoughts,DJ Khaled/Rihanna/Bryson Tiller,,2017,186841,Recurrent 2
Swan Song,Dua Lipa,,2019,179240,P2
Need U,Duke Dumont/AME,,2013,174288,Nyár;Recurrent 2
Just Another Day (Club Version),Disco's Hit,,2017,271139,Magyar;Mix
The Sound Of Silence,Disturbed,,2015,259181,Bonus;Nem játszandó
Too Good,Drake/Rihanna,,2019,265055,Bonus
Bailar,Deorro/Elvis Crespo,,2016,170136,Mix;Nyár
Five More Hours,Deorro x Chris Brown,,2015,195383,Nyár;Recurrent 2
Heart Attack,Demi Loveato,,2013,215263,Bonus
Really Don't Care,Demi Lovato/Cher Lloyd,,2014,200947,Bonus
Sorry Not Sorry,Demi Lovato,,2017,203917,Recurrent 2
Confident,Demi Lovato,,2015,214807,Bonus
Sweet Dreams,Deepmaniak,,2017,334692,Mix
Cake By The Ocean,DNCE,,2015,218920,Nyár;Recurrent 2
Body Moves,DNCE,youtube.com/watch?v=NOBVEq_Bi5k,2016,251856,Nyár;Recurrent 2
Kissing Strangers,DNCE/Nicki Minaj,,2017,202292,P2
One Dance,Drake/Wizkid/Kyla,,2017,130051,Recurrent 2
New rules,Dua Lipa,,2017,196069,Nyár;P1
IDGAF,Dua Lipa,,2018,240674,P1
Toothbrush,DNCE,DNCE,2016,222000,P2
Let Me Love You,DJ Snake/Justin Bieber,Encore,2016,205344,Nyár;Recurrent 2
I'm Alive,Céline Dion,,2000,208097,Gold
Sun Goes Down,David GuettaShowtek/Magic!/Sonny Wilson,,2015,194931,Bonus;Mix
This One's for You,David Guetta/Zara Larsson,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016™] - Single,2016,235944,Nyár;Recurrent 2
Dangerous,David Guetta/Sam Martin,,2014,201757,Bonus
Titanium,David Guetta/Sia,,2011,245512,Bonus
She Wolf,David Guetta/Sia,,2011,237832,Bonus
Lovers On The Sun,David Guetta/Sam Martin,,2014,223752,Bonus
Hey Mama,David Guetta/Nicki Minaj/Bebe Rexha/Afrojack,,2014,199811,Bonus
Play Hard,David Guetta/Ne-Yo/Akon,,2011,241620,Bonus;Nem játszandó
Turn Me On,David Guetta/Nicki Minaj,,2011,204962,Bonus;Nem játszandó
Like I Do,David Guetta/Martin Garrix/ Brooks,,2018,202617,P1
Without You,David Guetta/Usher,,2011,210047,Bonus
Shot Me Down,David Guetta/Skylar Grey,,2014,190237,Bonus
Where Them Girls At,David Guetta/Nicki Minaj/Flo Rida,,2011,227436,Bonus;Ritka
Bang My Head,David Guetta/Sia/Fetty Wap,Listen Again,2015,189062,Bonus
Memories,David Guetta/Kid Cudi,,2009,208497,Bonus;Nem játszandó
What I Did For Love,David Guetta/Emeli Sandé,,2015,189056,Recurrent 2
Gettin' Over You,David Guetta/Chris Willis/Fergie/LMFAO,,2010,181251,Bonus
Would I Lie to You,David Guetta/Cedric Gervais/Chris Willis,Would I Lie to You (Cash Cash Remix) - Single,2016,196416,Recurrent 2
Better When You're Gone,David Guetta/Brooks/Loote,,2019,191611,Bonus
When Loves Takes Over,David Guetta,,2009,189036,Bonus
Flames,David Guetta & Sia,,2018,192470,Recurrent 1
The World Is Mine,David Guetta,,2011,218174,Bonus;Mix
Insomnia,Craig David,,2008,205101,Bonus
Love is Gone,David Guetta,,2007,197578,Gold;Mix
Love Don't Let Me Go,David Guetta,,2012,217561,Bonus
Liar Liar,Cris Cab,,2013,217300,Recurrent 2
Con Calma,Daddy Yankee & Snow,,2019,193213,Nyár;P1
Get Lucky,Daft Punk/ Pharrell Williams/ Nile Rodgers,,2013,281867,Recurrent 2
Rather Be,Clean Bandit/Jess Glynne,,2013,268448,Recurrent 2
Shine On Me,Chris Lawyer,,2012,316093,Recurrent 2
Candyman,Christina Aguilera,,2009,196716,Bonus;Nem játszandó
Corazón,Maluma/Dj Kbz/Axel Caram,,2018,168019,Bonus
Fighter,Christina Aguilera,,2002,246085,Bonus
Mama,Clean Bandit/Ellie Goulding,,2019,190008,P2
Rockabye,Clean Bandit/Sean Paul/Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie) - Single,2016,253896,Nyár;Recurrent 2
Symphony,Clean Bandit/Zara Larsson,,2017,210587,Recurrent 1
Cheerleader,OMI,,2015,180102,Nyár;P2
Fine By Me,Chris Brown,,2012,203174,Bonus
Fight For This Love,Cheryl Cole,,2009,229917,Bonus
Tears,Clean Bandit/Louisa Johnson,Tears (feat. Louisa Johnson) - Single,2016,237384,Recurrent 2
Stronger,Clean Bandit,,2014,264582,Recurrent 2
Reggaetón Lento,"CNCO, Little Mix",,2017,189196,Nyár;Recurrent 2
You Make Me Feel....,Cobra Starship/Sabi,,2011,216270,Bonus
That's The Way It Is,Celine Dion,,2000,241905,Gold
A Sky Full Of Stars,Coldplay,A Sky Full Of Stars,2014,236425,Bonus
We Don't Talk Anymore,Charlie Puth/Selena Gomez,youtube.com/watch?v=3AtDnEC4zak,2016,230472,P2
Done For Me,Charlie Puth/Kehlani,,2018,183646,Recurrent 2
Attention,Charlie Puth,,2017,231828,P1
Nobody But You,Cesar Sampson,,2018,182741,Bonus
Wavey,CLiQ/Alika,,2017,165929,Bonus;Mix
Every Teardrop Is A Waterfall (Swedish House Mafia Remix),Coldplay,,2018,282331,Bonus
Forget You,Cee Lo Green,,2010,223561,Gold
How Long,Charlie Puth,,2017,205055,Recurrent 2
My Way,Calvin Harris,,2016,219567,P2
Summer,Calvin Harris,,2014,212598,Nyár;Recurrent 2
Feel So Close,Calvin Harris,,2011,202570,Bonus;Nyár
Outside,Calvin Harris/Ellie Goulding,,2014,222420,Recurrent 2
I Need Your Love,Calvin Harris/Ellie Goulding,,2013,227070,Recurrent 2
Pray to God,Calvin Harris/HAIM,,2014,230779,Bonus
Slide,Calvin Harris/Frank Ocean/Migos,,2017,231549,Bonus
Sweet Nothing,Calvin Harris/Florence Welch,,2013,206100,Bonus;Mix
We'll Be Coming Back,Calvin Harris/Example,,2012,232037,Bonus;Mix
Giant,Calvin Harris/Rag'n'Bone Man,,2019,228809,P1
Feels,Calvin Harris/Pharell Williams/Katy Perry/Big Sean,,2017,209228,Bonus;Nyár
One Kiss,Calvin Harris/Dua Lipa,,2018,212183,Nyár;Recurrent 1
This Is What You Came For,Calvin Harris/Rihanna,This Is What You Came For (feat. Rihanna) - Single,2016,217117,Nyár;Recurrent 2
Cola,CamelPhat & Elderbrook,,2017,228159,Nyár;Recurrent 1
Breathe,CamelPhat/Cristoph/Jem Cooke,,2018,194304,Bonus;Mix
Havana,Camila Cabello/Young Thug,,2017,211919,Nyár;Recurrent 2
Hallelujah Anyway,Candi Staton,,2013,179536,Recurrent 2
One Minute More,Capital Cities,,2013,202501,Bonus
Safe and Sound,Capital Cities,,2013,193352,Nyár;Recurrent 2
Call Me Maybe,Carly Rae Jepsen,,2011,199328,Bonus;Ritka
I Really Like You,Carly Rae Jepsen,,2015,204498,Bonus
CAN'T STOP THE FEELING!,Justin Timberlake,Trolls (Original Motion Picture Soundtrack),2016,237924,Nyár;Recurrent 2
Evacuate The Dancefloor,Cascada,,2007,207632,Gold
Locked Out Of Heaven,Bruno Mars,,2012,234489,Bonus
Just The Way You Are,Bruno Mars,,2010,219416,Bonus
24K Magic,Bruno Mars,youtube.com/watch?v=UqyT8IEBkvY,2016,226610,Nyár;P1
Marry You,Bruno Mars,,2011,230620,Bonus
That’s What I Like,Bruno Mars,,2017,203299,P1
The Lazy Song,Bruno Mars,,2010,208236,Bonus
Finesse,Bruno Mars/Cardi B,,2018,223050,Recurrent 1
Toxic,Britney Spears,,2003,211069,Gold
Treasure,Bruno Mars,,2013,170062,Recurrent 2
Grenade,Bruno Mars,,2010,249405,Bonus
Under Control,Calvin Harris/Alesso/Hurts,,2013,210430,Bonus
Versace on The Floor,Bruno Mars/David Guetta,,2017,201920,Recurrent 1
Don't you mind,Bricklake & Sean Darin/Herr Spiegel,,2013,203708,Recurrent 2
Crash,Burak Yeter,Crash,2018,198414,P1
My Life Is Going On,Burak Yeter & Cecilia Krull,,2017,234057,Mix;Recurrent 1
Tuesday,Burak Yeter/Danelle Sandoval,,2016,190357,Nyár;P1
Love Generation,Bob Sinclar,,2005,218868,Gold
World Hold On,Bob Sinclar,,2006,218084,Gold
Calling Vs Million Voices Vs In My Mind,Tiesto EDC Las Vegas 2017 Mashup,,2017,239049,Mix;Recurrent 2
How Deep Is Your Love,Calvin Harris & Disciples,,2015,221428,Recurrent 2
Feel The Vibe,Bob Sinclar/Dawn Tallman,,2015,200132,Nyár;Recurrent 2
I Can't Get Enough,benny blanco/Tainy/Selena Gomez/J Balvin,,2019,158081,Nyár;Recurrent 1
Airplanes,B.o.B/Hayley Williams,,2010,191883,Bonus
One Day,Bakermat,,2014,219468,Bonus
Self Control,Bebe Rexha,,2018,174892,Recurrent 2
Living,Bakermat/Alex Clare,,2016,196812,Recurrent 2
Single Ladies,Beyoncé,,2008,198762,Gold
Last Hurrah,Bebe Rexha,,2019,151161,Recurrent 1
Breathe,Blu Cantrell/Sean Paul,,2003,229320,Gold
Wake Me Up,Avicii,,2013,243902,Nyár;Recurrent 2
Nothing Like This,Blonde & Craig David,Nothing Like This,2016,178836,Recurrent 2
Mine,Bazzi,,2017,135024,P2
Crazy In Love,Beyoncé/JAY Z,,2003,236004,Gold;Ritka
You Make Me,Avicii,,2013,182276,Bonus
I Got You,Bebe Rexha,I Got You - Single,2016,196848,Recurrent 2
Halo,Beyoncé,,2009,224510,Bonus
Keeping Your Head Up,Birdy,,2016,216061,Recurrent 1
I Could Be The One,Avicii vs Nicky Romero,,2012,192458,Bonus
Brutal Hearts,Bedouin Soundclash,,2011,208213,Bonus
I Could Be The One,Avicii/Nicky Romero,,2015,285532,Morning;Recurrent 2;Ritka
Of The Night,Bastille,,2013,230922,Recurrent 2
Dreamer,Axwell/Ingrosso,,2017,250055,Recurrent 2
Meet Me Halfway,Black Eyed Peas,,2009,285001,Bonus;Ritka
Without You,Avicii/Sandro Cavazza,,2017,183530,Recurrent 1
Roll With Me,Bantu/Jonas Blue/Shungudzo/ZieZie,,2017,185620,Bonus;Nyár
Thinking About You,Axwell/Ingrosso,Thinking About You - Single,2016,205049,Morning;Recurrent 2
Good Grief,Bastille,Wild World (Complete Edition),2016,202524,Nyár;Recurrent 2
Mia,Bad Bunny/Drake,,2018,210721,Recurrent 2
Pompeii,Bastille,,2013,214227,Bonus
Burning,Bob Sinclar & Daddy's Groove,Burning - Single,2016,165432,Mix;Nyár
Sun Is Shining,Axwell/Ingrosso,,2015,246557,Nyár;Recurrent 2
More Than You Know,Axwell/Ingrosso,,2017,199302,Nyár;Recurrent 2
The Time,Black Eyed Peas,,2010,312725,Bonus;Ritka
Chances,Backstreet Boys,,2018,196951,Bonus;Ritka
One Day,Asaf Avidan & The Mojos,,2019,211928,Recurrent 1
Levels,Avicii,,2011,198257,Bonus;Ritka
Mmm Yeah,Austin Mahone/Pitbull,,2014,261317,Bonus
My My My,Armand Van Helden/Tara Mcdonald,,2013,200272,Bonus;Nyár
Rave in the Grave,AronChupa/Little Sis Nora,,2018,163514,Bonus
Broken Arrows,Avicii,Stories,2015,254376,P2
Marrakech (Airplay Mix),ATB/Tiff Lacey,,2014,225349,Bonus
Silhouettes,Avicii,,2012,225372,Bonus
The Nights,Avicii,,2014,174303,Bonus
Love Me Harder,Ariana Grande/The Weeknd,,2014,230225,Recurrent 2
For A Better Day,Avicii,,2015,207112,Nyár;Recurrent 2
The Days,Avicii,,2014,247106,Bonus
Waiting For Love,Avicii,,2015,230218,P2
Heading Up High,Armin van Buuren/Kensington,Embrace,2015,242103,Recurrent 2
No Love,August Alsina/Nicki Minaj,,2014,287073,Bonus;Ritka
So Am I,Ava Max,,2019,184598,P1
Lonely Together,Avicii/ Rita Ora,,2017,184343,Recurrent 1
Feeling Good,Avicii,,2015,229854,Bonus;Ritka
Hey Brother,Avicii,,2013,258730,Recurrent 2
Lay Me Down,Avicii,,2013,222005,Bonus
I'm an Albatraoz,AronChupa,,2014,148546,Bonus;Nem játszandó
Addicted To You,Avicii,TRUE,2013,203325,Recurrent 2
Blah Blah Blah,Armin van Buuren,,2018,183576,P1
The Tide Is High (Get The Feeling),Atomic Kitten,,2001,206495,Gold;Ritka
This Is What It Feels Like,Armin van Buuren/Trevor Guthrie,,2013,205821,Recurrent 2
She Moves,Alle Farben/Graham Candy,,2014,202663,Recurrent 2
Bad Ideas,Alle Farben,,2016,172617,Recurrent 2
LITTLE HOLLYWOOD,ALLE FARBEN & JANIECK,,2017,201386,Bonus
SOMETIMES,ALLE FARBEN/GRAHAM CANDY,,2014,207377,Bonus
Please Tell Rosie,Alle Farben/YOUNOTUS,,2016,190055,P2
Hear Me Now,ALOK/BRUNO MARTINI/ZEEBA,,2016,192841,Nyár;Recurrent 2
NEVER TOO LATE,ALLE FARBEN & SAM GREY,,2017,189660,Bonus
La Cintura,Alvaro Soler,,2018,205334,Nyár;Recurrent 2
Sofia,Alvaro Soler,Sofia - Single,2016,213720,Recurrent 2
You Bring Me Joy,Amelia Lily,,2012,229552,Recurrent 2
Lie To Me,Andra,youtube.com/watch?v=f6tU6BfnWEI,2017,229512,Bonus
Sweet Dreams,Andra & Mara,youtube.com/watch?v=e3Qu5C0pcGA,2016,207960,Bonus
Sweet Dreams (Pascal Junior Remix),Andra & Mara,youtube.com/watch?v=DM5tJ7q9rYk,2016,141532,Bonus;Mix
Do I Wanna Know,Arctic Monkeys,,2013,265729,Bonus
No Tears Left To Cry,Ariana Grande,,2018,227067,P2
Dangerous Woman,Ariana Grande,youtube.com/watch?v=9WbCfHutDSE,2016,235680,Recurrent 2
Break Free,Ariana Grande/Zedd,,2014,214366,P2
Side To Side,Ariana Grande/Nicki Minaj,Dangerous Woman,2016,237936,Recurrent 2
Back Home,Andy Grammer,,2014,199250,Ritka
"break up with your girlfriend, i'm bored",Ariana Grande,,2019,204474,Recurrent 2
7 rings,Ariana Grande,,2019,184946,P1
Ciao Adios,Anne-Marie,,2017,209467,P2
Alarm,Anne-Marie,,2016,210279,Bonus
2002,Anne-Marie,,2018,186850,Recurrent 2
Supergirl,Anna Naklab/Alle Farben/YOUNOTUS,,2015,213066,Recurrent 2
"thank u, next",Ariana Grande,,2018,207423,P2
FADING,ALLE FARBEN & ILIRA,,2018,191169,P1
No One,Alicia Keys,,2007,247547,Bonus
Girl On Fire,Alicia Keys,,2012,232942,Bonus
No Roots,Alice Merton,,2016,236134,Bonus
Mr. Saxobeat,Alexandra Stan,,2011,194887,Bonus
Bad Boys,Alexandra Burke/Flo Rida,youtube.com/watch?v=J9iVgw4sv-M,2009,203844,Bonus
Destination Calabria,Alex Gaudino/Crystal Waters,,2003,183066,Gold
Outrunning Karma,Alec Benjamin,,2018,188685,Bonus
Heroes (we could be),Alesso/Tove Lo,,2014,222472,Nyár;Recurrent 2
Falling,Alesso,youtube.com/watch?v=YVPrCdChOAk,2017,212376,Bonus
Time,Alesso,,2019,166463,P2
Too Close,Alex Clare,,2011,260156,Bonus
Tired,Alan Walker/Gavin James,,2017,216131,Recurrent 2
Faded,Alan Walker,youtube.com/watch?v=60ItHLz5WEA,2016,212496,Recurrent 2
Alone,Alan Walker,,2016,163329,Bonus
Release Me,Agnes,,2009,254815,Bonus
All Falls Down,Alan Walker,,2017,210047,Bonus
Water Under the Bridge,Adele,,2015,234567,Bonus
Take Over Control,Afrojack/Eva Simons,,2010,210299,Bonus
When We Were Young (Strobe Edit),Adele,,2016,305876,Recurrent 2
Ten Feet Tall,Afrojack/Wrabel,,2014,229943,Bonus
Skyfall,Adele,,2012,289320,Bonus;Nem játszandó
Send My Love (To Your New Lover),Adele,youtube.com/watch?v=fk4BbF7B29w,2016,225024,Recurrent 2
Rolling In The Deep,Adele,,2010,233836,Bonus
Hello,Adele,youtube.com/watch?v=-Kfmsflvu00,2015,237709,Bonus
Ghost Town,Adam Lambert,,2015,216934,Bonus
Candy Shop,50 Cent/Olivia,,2009,250496,Bonus
'Riptide',Vance Joy,,2013,204103,Recurrent 2;Ritka
Make Up,Vice/Jason Derulo/Ava Max,,2018,163004,Recurrent 1
Later Bitches,The Prince Karma,,2019,251147,Mix;Recurrent 1;Ritka
BIG LOVE,The Black Eyed Peas,,2018,277199,Recurrent 1;Ritka
Beach House,The Chainsmokers,,2018,207888,Recurrent 1;Ritka
DJ Got Us Fallin' In Love,Usher/Pitbull,,2010,246479,Gold
Call On Me (Ryan Riback Remix),Starley,,2016,197578,Mix;Recurrent 2
Call On Me,Starley,,2017,161425,Recurrent 2
Don't Make Me Wait,Sting & Shaggy,,2018,213275,Recurrent 1;Ritka
Walk Alone,Rudimental/Tom Walker,,2019,207888,Recurrent 1
My Love,Route 94/Jess Glynne,,2014,190217,Recurrent 2
Coming Home,Sigma & Rita Ora,,2013,200527,P2
Anywhere,Sigma,,2018,208538,Morning;Recurrent 1
I Don't Dance (Without You),Matoma & Enrique Iglesias,,2018,180070,Nyár;Recurrent 1
Rise & Fall,Mike Perry/Cathrine Lassen,,2018,158360,Nyár;Recurrent 1
Felhőkre színesen,Radics Gigi & Varga Viktor,,2018,203499,Magyar;Ritka
Back & Forth,MK/Jonas Blue/Becky Hill,,2018,198228,Recurrent 1
Lady (Hear Me Tonight),Modjo,,2000,221193,Gold;Morning
Válasz,Wolf Kati,,2017,196069,Magyar
The Last One,New Level Empire,,2014,209258,Magyar
Éjszakai járat,Veréb Tamás,,2018,225256,Magyar
Gud Vibrations,NGHTMRE & SLANDER,,2015,224815,Mix;Morning;Recurrent 2
Day by day,REGINA,,1997,227137,Gold;Morning
Julia Nem Akar A Földön Járni (Napoleon Boulevard cover),M&N Party Music,,2017,212694,Magyar;Ritka
Wish You Were Mine,Philip George,,2014,179699,Morning;Recurrent 2
Girls Go Wild,LP,,2018,221866,P2
Thunderclouds (Lost Frequencies Remix),LSD,,2019,198553,Mix;Recurrent 1
There's No Way,Lauv/Julia Michaels,,2018,175032,Recurrent 2
Woman Like Me,Little Mix/Nicki Minaj,,2018,228182,Recurrent 1
Happy Now,Kygo/Sandro Cavazza,,2018,211928,P1
Englishman In New-York,Cris Cab/Tefa & Moox/Willy William,,2015,228461,Recurrent 2
Silence,Delerium,,1997,206704,Gold;Mix
Taki Taki,DJ Snake/Cardi B/Selena Gomez/Ozuna,,2018,212485,Nyár;P1
Leaving,Ekali/Yuna,,2018,176100,Bonus;Ritka
Safe,Hilow/Zekt,,2018,175705,Recurrent 1
If I'm Lucky,Jason Derulo,,2017,219451,Recurrent 2
Bad Liar,Imagine Dragons,,2018,260481,Recurrent 2
Like A Riddle,Felix Jaehn/Hearts & Colors/Adam Trigger,,2017,180581,P2
Hold My Hand,Jess Glynne,,2015,227532,Recurrent 2
Polaroid,Jonas Blue/Liam Payne/Lennon Stella,,2018,191169,Nyár;P1
Jennie,Felix Jaehn/R City/Bori,,2018,185713,P1
Close To Me,Ellie Goulding/Diplo/Swae Lee,,2018,184343,P1
Capital Letters,Hailee Steinfeld/BloodPop,,2018,220450,P2
Love Myself,Hailee Steinfeld,,2015,218917,P2
Perfect To Me,Anne-Marie,,2018,199947,Recurrent 2
Rewrite The Stars,Anne-Marie & James Arthur,,2017,227416,Recurrent 2
One Day In Your Life,Anastacia,,2001,207307,Gold
Party For One,Carly Rae Jepsen,,2018,183530,Bonus
Dancing Alone,Axwell Λ Ingrosso/RØMANS,,2018,254815,Bonus;Ritka
Dawn,Axwell Λ Ingrosso,,2017,209327,Bonus;Ritka
Set Me Free,CAMI & Max Oazo,,2018,176796,Bonus
If I Had You,Adam Lambert,,2009,236472,Bonus
Whataya Want from Me,Adam Lambert,,2009,225419,Bonus
When We Were Young,Charlie Brennan & Miller Guth,,2017,182114,Bonus
I Found You,benny blanco & Calvin Harris,,2018,193004,Recurrent 2
Wild Wild Son,Armin van Buuren/Sam Martin,,2018,225465,Recurrent 2;Ritka
Hey DJ (Remix),CNCO/Meghan Trainor/Sean Paul,,2017,187942,Recurrent 2
Home,Cheat Codes,,2018,188499,Recurrent 2
Baby,Clean Bandit/Marina/Luis Fonsi,,2018,247176,P2
More (RedOne Jimmy Joker Remix),Usher,,2010,219126,Bonus
Ruin My Life,Zara Larsson,,2018,192493,P1
Side Effects,The Chainsmokers/Emily Warren,,2018,171220,Recurrent 1
Jackie Chan,Tiësto/Dzeko/Preme/Post Malone,,2018,216572,Nyár;P1
This Feeling,The Chainsmokers/Kelsea Ballerini,,2018,196603,Recurrent 1;Ritka
Happy Now,Zedd & Elley Duhé,,2018,207075,P1
The Fox (What Does The Fox Say),Ylvis,,2013,213902,Recurrent 2;Ritka
Ties,Years & Years,,2015,227927,Recurrent 2;Ritka
If You're Over Me,Years & Years,,2018,189149,P1
Ain't My Fault,Zara Larsson,,2016,223422,Recurrent 1
"1, 2, 3",Sofia Reyes/Jason Derulo/De La Ghetto,,2018,203058,Nyár;P1
Let You Love Me,Rita Ora,,2018,190333,Recurrent 2
Just Got Paid,Sigala/Ella Eyre/Meghan Trainor/French Montana,,2018,218383,Recurrent 1
I BELIEVE I'M FINE,ROBIN SCHULZ & HUGEL,,2017,227067,Recurrent 1
Lost In Japan (Remix),Shawn Mendes & Zedd,,2018,204846,Recurrent 1
Let Me Live,Rudimental/Major Lazer/Anne-Marie/Mr. Eazi,,2018,205728,Nyár;P1
Amazing,Seal,,2007,189660,Gold
OH CHILD,ROBIN SCHULZ & PISO 21,,2018,218708,Recurrent 1
There's Nothing Holding Me Back,Shawn Mendes,,2017,205055,Recurrent 1
Runaways,Sam Feldt/Deepend/Teemu,,2016,180651,Recurrent 2
Electricity,Silk City/Dua Lipa/Diplo/Mark Ronson,,2018,237075,Recurrent 2
Let Me Entertain You,Robbie Williams,,1997,259065,Gold
Look In Her Eyes,Rod Stewart,,2018,254281,Recurrent 1;Ritka
Girls,Rita Ora/Cardi B/Bebe Rexha/Charli XCX,,2018,221100,P1
Feels Like Home,Sigala/Fuse ODG/Sean Paul/Kent Jones,,2018,219010,P2
Beautiful Life,Rick Astley,,2018,177446,Recurrent 2;Ritka
Felicita,Al Bano/Romina Power,,2014,210047,Bonus;Nem játszandó
Secrets,P!nk,,2018,212114,P1
Connection,OneRepublic,,2018,148259,P1
Moves,Olly Murs/Snoop Dogg,,2018,164977,Recurrent 1
Million Voices,Otto Knows,,2012,189126,Recurrent 2
Better Now,Post Malone,,2018,201084,P1
Good Life,Oliver Heldens/Ida Corr,,2016,199459,Recurrent 2
Safe,Nico Santos,,2018,209583,Recurrent 1
Back In Time,Pitbull,youtube.com/watch?v=2tdanFiy0H8,2012,216869,Recurrent 2;Ritka
Right Now,Nick Jonas/Robin Schulz,,2018,202686,Recurrent 1
Rome Wasn't built in a Day,Morcheeba,,2000,217524,Gold;Morning
Blow that Smoke,Major Lazer/Tove Lo,,2018,223074,Recurrent 2;Ritka
Party In The U.S.A.,Miley Cyrus,,2009,201061,Gold
Happier,Marshmello/Bastille,,2018,218314,P1
Powerful,Major Lazer/Ellie Goulding/Tarrus Riley,,2015,207261,Morning;Recurrent 2
